min_gap_atr,sl_atr_mult,rr_target,min_body_ratio,min_range_atr,max_ifvg_age,clean_break_buffer_atr,touch_tol_atr,train_trades,train_profit_factor,train_win_rate,train_expectancy_r,test_trades,test_profit_factor,test_win_rate,test_expectancy_r,test_net_pnl_usd,test_max_drawdown_usd,test_avg_bars_held
0.75,0.75,1.5,0.5,0.4,20,0.1,0.05,56,1.7721251979563923,0.5357142857142857,0.31134024517681524,29,1.7164273479683343,0.5172413793103449,0.3045499784441055,2562.49335944662,-1092.8104160314324,1.793103448275862
0.75,0.75,1.5,0.3,0.8,60,0.0,0.0,67,1.714506716614511,0.5223880597014925,0.29656015883638026,31,2.195803162104391,0.5806451612903226,0.42934693424170434,4233.312991022103,-1087.7114875833286,2.5806451612903225
0.75,0.75,1.5,0.3,0.4,60,0.0,0.0,67,1.714506716614511,0.5223880597014925,0.29656015883638026,31,2.195803162104391,0.5806451612903226,0.42934693424170434,4233.312991022103,-1087.7114875833286,2.5806451612903225
0.75,0.75,1.5,0.3,0.6,60,0.0,0.0,67,1.714506716614511,0.5223880597014925,0.29656015883638026,31,2.195803162104391,0.5806451612903226,0.42934693424170434,4233.312991022103,-1087.7114875833286,2.5806451612903225
0.75,0.75,1.5,0.3,0.6,90,0.0,0.0,65,1.6975724156818588,0.5230769230769231,0.2944243609567013,28,2.0838861762528054,0.5714285714285714,0.3912197878479074,3574.1278004099804,-1087.7114875833286,2.642857142857143
0.75,0.75,1.5,0.3,0.4,90,0.0,0.0,65,1.6975724156818588,0.5230769230769231,0.2944243609567013,28,2.0838861762528054,0.5714285714285714,0.3912197878479074,3574.1278004099804,-1087.7114875833286,2.642857142857143
0.75,0.75,1.5,0.3,0.8,90,0.0,0.0,65,1.6975724156818588,0.5230769230769231,0.2944243609567013,28,2.0838861762528054,0.5714285714285714,0.3912197878479074,3574.1278004099804,-1087.7114875833286,2.642857142857143
0.75,0.75,1.5,0.3,0.4,20,0.1,0.0,60,1.9584647582903312,0.5666666666666667,0.3774490135896385,29,1.6912208530168886,0.5172413793103449,0.30311515254207394,2504.218884033595,-1092.8104160314324,2.586206896551724
0.75,0.75,1.5,0.3,0.6,20,0.1,0.0,60,1.9584647582903312,0.5666666666666667,0.3774490135896385,29,1.6912208530168886,0.5172413793103449,0.30311515254207394,2504.218884033595,-1092.8104160314324,2.586206896551724
0.75,0.75,1.5,0.3,0.8,20,0.1,0.0,60,1.9584647582903312,0.5666666666666667,0.3774490135896385,29,1.6912208530168886,0.5172413793103449,0.30311515254207394,2504.218884033595,-1092.8104160314324,2.586206896551724
0.75,0.75,1.5,0.5,0.8,20,0.0,0.0,60,1.7243952544143668,0.5333333333333333,0.3009230564903946,27,1.6870103737793165,0.5185185185185185,0.2828106257280894,2300.197741672164,-1087.7114875833286,2.814814814814815
0.75,0.75,1.5,0.5,0.4,20,0.0,0.0,60,1.7243952544143668,0.5333333333333333,0.3009230564903946,27,1.6870103737793165,0.5185185185185185,0.2828106257280894,2300.197741672164,-1087.7114875833286,2.814814814814815
0.75,0.75,1.5,0.5,0.6,20,0.0,0.0,60,1.7243952544143668,0.5333333333333333,0.3009230564903946,27,1.6870103737793165,0.5185185185185185,0.2828106257280894,2300.197741672164,-1087.7114875833286,2.814814814814815
